rank,difficultyScore,queue,tier,problemId,roomIdHex,roomName,area,objective,screens,enemyCount,staticPlanStatus,pathBlocks,onCompletionPath,onKpdrTracker,practiceStatus,teleportReady,runReady,entrySourceRoomIdHex,exitTargetRoomIdHex,difficultyReasons,stateFile,policyFile
86,50,1,easy,room_cda8_from_caf6_to_caf6,0xCDA8,Wrecked Ship West Super Room,Wrecked Ship,collect_and_return,1,5,planned_static,12,0,0,state_ready,1,0,0xCAF6,0xCAF6,small low-enemy room,custom_integrations/SuperMetroid-Snes/room_cda8_from_caf6.state,policies/room_clears/room_cda8_from_caf6_to_caf6.json
87,50,1,easy,room_ce40_from_c98e_to_93fe,0xCE40,Gravity Suit Room,Wrecked Ship,collect_items_and_exit,1,0,planned_static,12,1,1,state_ready,1,0,0xC98E,0x93FE,small low-enemy room,custom_integrations/SuperMetroid-Snes/room_ce40_from_c98e.state,policies/room_clears/room_ce40_from_c98e_to_93fe.json
88,50,2,standard,room_a0d2_from_9d19_to_9d19,0xA0D2,Waterway,Brinstar,collect_and_return,7,7,unresolved,,0,0,state_ready,1,0,0x9D19,0x9D19,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_a0d2_from_9d19.state,policies/room_clears/room_a0d2_from_9d19_to_9d19.json
89,50,2,standard,room_95ff_from_93fe_to_948c,0x95FF,The Moat,Crateria,collect_items_and_exit,4,0,planned_static,28,1,1,state_ready,1,0,0x93FE,0x948C,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_95ff_from_93fe.state,policies/room_clears/room_95ff_from_93fe_to_948c.json
90,50,2,standard,room_9969_from_99bd_to_9938,0x9969,Lower Mushrooms,Crateria,traverse_to_exit,4,4,planned_static,64,0,0,state_ready,1,0,0x99BD,0x9938,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_9969_from_99bd.state,policies/room_clears/room_9969_from_99bd_to_9938.json
91,50,2,standard,room_cf80_from_d21c_to_cefb,0xCF80,East Tunnel,Maridia,traverse_to_exit,8,10,planned_static,46,1,1,state_ready,1,0,0xD21C,0xCEFB,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_cf80_from_d21c.state,policies/room_clears/room_cf80_from_d21c_to_cefb.json
92,50,2,standard,room_d08a_from_d21c_to_cfc9,0xD08A,Crab Tunnel,Maridia,traverse_to_exit,4,6,planned_static,32,0,0,state_ready,1,0,0xD21C,0xCFC9,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_d08a_from_d21c.state,policies/room_clears/room_d08a_from_d21c_to_cfc9.json
93,50,2,standard,room_d13b_from_d16d_to_d16d,0xD13B,Watering Hole,Maridia,collect_and_return,6,3,planned_static,43,0,0,state_ready,1,0,0xD16D,0xD16D,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_d13b_from_d16d.state,policies/room_clears/room_d13b_from_d16d_to_d16d.json
94,50,2,standard,room_d6d0_from_d8c5_to_d8c5,0xD6D0,Spring Ball Room,Maridia,collect_and_return,4,0,planned_static,56,0,0,state_ready,1,0,0xD8C5,0xD8C5,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_d6d0_from_d8c5.state,policies/room_clears/room_d6d0_from_d8c5_to_d8c5.json
95,50,2,standard,room_d78f_from_da60_to_d72a,0xD78F,The Precious Room,Maridia,collect_items_and_exit,6,0,planned_static,39,1,0,state_ready,1,0,0xDA60,0xD72A,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_d78f_from_da60.state,policies/room_clears/room_d78f_from_da60_to_d72a.json
96,50,2,standard,room_d7e4_from_d913_to_d95e,0xD7E4,Botwoon Energy Tank Room,Maridia,collect_items_and_exit,7,10,planned_static,99,1,0,state_ready,1,0,0xD913,0xD95E,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_d7e4_from_d913.state,policies/room_clears/room_d7e4_from_d913_to_d95e.json
97,50,2,standard,room_d8c5_from_d6d0_to_d69a,0xD8C5,Shaktool Room,Maridia,traverse_to_exit,4,9,planned_static,13,0,0,state_ready,1,0,0xD6D0,0xD69A,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_d8c5_from_d6d0.state,policies/room_clears/room_d8c5_from_d6d0_to_d69a.json
98,50,2,standard,room_da2b_from_d913_to_d9fe,0xDA2B,East Cactus Alley Room,Maridia,traverse_to_exit,10,6,planned_static,116,0,0,state_ready,1,0,0xD913,0xD9FE,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_da2b_from_d913.state,policies/room_clears/room_da2b_from_d913_to_d9fe.json
99,50,2,standard,room_a788_from_afa3_to_a7b3,0xA788,Cathedral,Norfair,collect_items_and_exit,6,10,planned_static,41,1,0,state_ready,1,0,0xAFA3,0xA7B3,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_a788_from_afa3.state,policies/room_clears/room_a788_from_afa3_to_a7b3.json
100,50,2,standard,room_a7b3_from_a788_to_a7de,0xA7B3,Cathedral Entrance,Norfair,traverse_to_exit,6,6,planned_static,84,1,0,state_ready,1,0,0xA788,0xA7DE,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_a7b3_from_a788.state,policies/room_clears/room_a7b3_from_a788_to_a7de.json
101,50,2,standard,room_a8b9_from_a890_to_a865,0xA8B9,Ice Beam Snake Room,Norfair,traverse_to_exit,6,7,planned_static,109,1,1,state_ready,1,0,0xA890,0xA865,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_a8b9_from_a890.state,policies/room_clears/room_a8b9_from_a890_to_a865.json
102,50,2,standard,room_ab64_from_ab07_to_abd2,0xAB64,Grapple Tutorial Room 3,Norfair,traverse_to_exit,6,10,planned_static,44,0,0,state_ready,1,0,0xAB07,0xABD2,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_ab64_from_ab07.state,policies/room_clears/room_ab64_from_ab07_to_abd2.json
103,50,2,standard,room_ac5a_from_ac83_to_ac83,0xAC5A,Norfair Reserve Tank Room,Norfair,collect_and_return,2,9,planned_static,28,0,0,state_ready,1,0,0xAC83,0xAC83,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_ac5a_from_ac83.state,policies/room_clears/room_ac5a_from_ac83_to_ac83.json
104,50,2,standard,room_adad_from_adde_to_ad5e,0xADAD,Double Chamber,Norfair,collect_items_and_exit,8,8,planned_static,76,0,1,state_ready,1,0,0xADDE,0xAD5E,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_adad_from_adde.state,policies/room_clears/room_adad_from_adde_to_ad5e.json
105,50,2,standard,room_ae07_from_ae32_to_ad5e,0xAE07,Spiky Platforms Tunnel,Norfair,traverse_to_exit,4,3,planned_static,54,0,0,state_ready,1,0,0xAE32,0xAD5E,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_ae07_from_ae32.state,policies/room_clears/room_ae07_from_ae32_to_ad5e.json
106,50,2,standard,room_ae74_from_ae32_to_affb,0xAE74,Kronic Boost Room,Norfair,traverse_to_exit,6,4,planned_static,46,0,0,state_ready,1,0,0xAE32,0xAFFB,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_ae74_from_ae32.state,policies/room_clears/room_ae74_from_ae32_to_affb.json
107,50,2,standard,room_aeb4_from_ae74_to_aedf,0xAEB4,Magdollite Tunnel,Norfair,traverse_to_exit,3,11,planned_static,32,0,0,state_ready,1,0,0xAE74,0xAEDF,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_aeb4_from_ae74.state,policies/room_clears/room_aeb4_from_ae74_to_aedf.json
108,50,2,standard,room_b2da_from_b3a5_to_b6c1,0xB2DA,Fast Ripper Room,Norfair,traverse_to_exit,4,6,planned_static,60,0,0,state_ready,1,0,0xB3A5,0xB6C1,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_b2da_from_b3a5.state,policies/room_clears/room_b2da_from_b3a5_to_b6c1.json
109,50,2,standard,room_b37a_from_b32e_to_b482,0xB37A,Lower Norfair Farming Room,Norfair,traverse_to_exit,3,11,planned_static,44,1,0,state_ready,1,0,0xB32E,0xB482,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_b37a_from_b32e.state,policies/room_clears/room_b37a_from_b32e_to_b482.json
110,50,2,standard,room_cb8b_from_cbd5_to_cd5c,0xCB8B,Spiky Death Room,Wrecked Ship,traverse_to_exit,2,10,planned_static,28,0,0,state_ready,1,0,0xCBD5,0xCD5C,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_cb8b_from_cbd5.state,policies/room_clears/room_cb8b_from_cbd5_to_cd5c.json
111,50,2,standard,room_cc27_from_cbd5_to_cbd5,0xCC27,Wrecked Ship Energy Tank Room,Wrecked Ship,collect_and_return,6,5,planned_static,30,0,0,state_ready,1,0,0xCBD5,0xCBD5,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_cc27_from_cbd5.state,policies/room_clears/room_cc27_from_cbd5_to_cbd5.json
112,50,2,standard,room_cdf1_from_caf6_to_caf6,0xCDF1,Wrecked Ship East Super Room,Wrecked Ship,collect_and_return,4,8,unresolved,,0,0,state_ready,1,0,0xCAF6,0xCAF6,ordinary traversal,custom_integrations/SuperMetroid-Snes/room_cdf1_from_caf6.state,policies/room_clears/room_cdf1_from_caf6_to_caf6.json
113,32274,3,tough,room_a4b1_from_a471_to_a471,0xA4B1,Warehouse Energy Tank Room,Brinstar,collect_and_return,1,4,planned_static,11,0,0,unstarted,0,0,0xA471,0xA471,gated exit,custom_integrations/SuperMetroid-Snes/room_a4b1_from_a471.state,policies/room_clears/room_a4b1_from_a471_to_a471.json
114,32392,3,tough,room_a130_from_a15b_to_9d19,0xA130,Pink Brinstar Hopper Room,Brinstar,traverse_to_exit,4,9,planned_static,44,0,0,unstarted,0,0,0xA15B,0x9D19,gated exit,custom_integrations/SuperMetroid-Snes/room_a130_from_a15b.state,policies/room_clears/room_a130_from_a15b_to_9d19.json
115,32400,3,tough,room_a521_from_a56b_to_a4da,0xA521,Baby Kraid Room,Brinstar,traverse_to_exit,6,4,planned_static,62,1,1,unstarted,0,0,0xA56B,0xA4DA,gated exit,custom_integrations/SuperMetroid-Snes/room_a521_from_a56b.state,policies/room_clears/room_a521_from_a56b_to_a4da.json
116,32424,3,tough,room_9552_from_957d_to_94fd,0x9552,Forgotten Highway Kago Room,Crateria,traverse_to_exit,4,2,planned_static,50,0,0,unstarted,0,0,0x957D,0x94FD,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_9552_from_957d.state,policies/room_clears/room_9552_from_957d_to_94fd.json
117,32440,3,tough,room_975c_from_96ba_to_97b5,0x975C,Pit Room,Crateria,traverse_to_exit,6,10,planned_static,30,1,0,unstarted,0,0,0x96BA,0x97B5,gated exit,custom_integrations/SuperMetroid-Snes/room_975c_from_96ba.state,policies/room_clears/room_975c_from_96ba_to_97b5.json
118,32465,3,tough,room_b482_from_b62b_to_b37a,0xB482,Plowerhouse Room,Norfair,traverse_to_exit,3,15,planned_static,30,1,0,unstarted,0,0,0xB62B,0xB37A,dense enemies,custom_integrations/SuperMetroid-Snes/room_b482_from_b62b.state,policies/room_clears/room_b482_from_b62b_to_b37a.json
119,32467,3,tough,room_d2aa_from_d27e_to_d27e,0xD2AA,Plasma Beam Room,Maridia,collect_and_return,6,6,planned_static,55,0,0,unstarted,0,0,0xD27E,0xD27E,gated exit,custom_integrations/SuperMetroid-Snes/room_d2aa_from_d27e.state,policies/room_clears/room_d2aa_from_d27e_to_d27e.json
120,32478,3,tough,room_d387_from_d27e_to_d340,0xD387,Kassiuz Room,Maridia,traverse_to_exit,4,7,planned_static,44,0,0,unstarted,0,0,0xD27E,0xD340,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_d387_from_d27e.state,policies/room_clears/room_d387_from_d27e_to_d340.json
121,32485,3,tough,room_ac2b_from_ab8f_to_ac00,0xAC2B,Grapple Beam Room,Norfair,collect_items_and_exit,4,0,planned_static,35,0,0,unstarted,0,0,0xAB8F,0xAC00,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_ac2b_from_ab8f.state,policies/room_clears/room_ac2b_from_ab8f_to_ac00.json
122,32551,3,tough,room_d408_from_d48e_to_d340,0xD408,Toilet Bowl,Maridia,traverse_to_exit,10,3,planned_static,15,0,0,unstarted,0,0,0xD48E,0xD340,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_d408_from_d48e.state,policies/room_clears/room_d408_from_d48e_to_d340.json
123,32561,3,tough,room_a8f8_from_a923_to_a815,0xA8F8,Crumble Shaft,Norfair,collect_items_and_exit,4,6,planned_static,39,0,0,unstarted,0,0,0xA923,0xA815,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_a8f8_from_a923.state,policies/room_clears/room_a8f8_from_a923_to_a815.json
124,32571,3,tough,room_afa3_from_acb3_to_a788,0xAFA3,Rising Tide,Norfair,traverse_to_exit,5,17,planned_static,62,1,0,unstarted,0,0,0xACB3,0xA788,dense enemies,custom_integrations/SuperMetroid-Snes/room_afa3_from_acb3.state,policies/room_clears/room_afa3_from_acb3_to_a788.json
125,32604,3,tough,room_d16d_from_d1dd_to_d13b,0xD16D,Northwest Maridia Bug Room,Maridia,traverse_to_exit,8,12,planned_static,80,0,0,unstarted,0,0,0xD1DD,0xD13B,dense enemies,custom_integrations/SuperMetroid-Snes/room_d16d_from_d1dd.state,policies/room_clears/room_d16d_from_d1dd_to_d13b.json
126,32617,3,tough,room_d2d9_from_d30b_to_d433,0xD2D9,Thread The Needle Room,Maridia,traverse_to_exit,7,15,planned_static,82,0,0,unstarted,0,0,0xD30B,0xD433,dense enemies,custom_integrations/SuperMetroid-Snes/room_d2d9_from_d30b.state,policies/room_clears/room_d2d9_from_d30b_to_d433.json
127,32623,3,tough,room_9b9d_from_9ad9_to_9c35,0x9B9D,Brinstar Pre-Map Room,Brinstar,visit_station_and_return,3,4,unresolved,,0,0,unstarted,0,0,0x9AD9,0x9C35,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9b9d_from_9ad9.state,policies/room_clears/room_9b9d_from_9ad9_to_9c35.json
128,32625,3,tough,room_95a8_from_94cc_to_957d,0x95A8,Forgotten Highway Elbow,Crateria,traverse_to_exit,1,0,unresolved,,0,0,unstarted,0,0,0x94CC,0x957D,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_95a8_from_94cc.state,policies/room_clears/room_95a8_from_94cc_to_957d.json
129,32632,3,tough,room_9bc8_from_9c07_to_9ad9,0x9BC8,Early Supers Room,Brinstar,collect_items_and_exit,6,13,planned_static,46,0,0,unstarted,0,0,0x9C07,0x9AD9,dense enemies,custom_integrations/SuperMetroid-Snes/room_9bc8_from_9c07.state,policies/room_clears/room_9bc8_from_9c07_to_9ad9.json
130,32637,3,tough,room_94cc_from_d30b_to_95a8,0x94CC,Elevator To Maridia,Crateria,traverse_to_exit,1,1,unresolved,,0,0,unstarted,0,0,0xD30B,0x95A8,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_94cc_from_d30b.state,policies/room_clears/room_94cc_from_d30b_to_95a8.json
131,32637,3,tough,room_962a_from_948c_to_a322,0x962A,Elevator To Caterpillar,Crateria,traverse_to_exit,1,1,unresolved,,1,1,unstarted,0,0,0x948C,0xA322,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_962a_from_948c.state,policies/room_clears/room_962a_from_948c_to_a322.json
132,32637,3,tough,room_97b5_from_9e9f_to_975c,0x97B5,Elevator To Morph Ball,Crateria,traverse_to_exit,1,1,unresolved,,1,0,unstarted,0,0,0x9E9F,0x975C,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_97b5_from_9e9f.state,policies/room_clears/room_97b5_from_9e9f_to_975c.json
133,32637,3,tough,room_9938_from_9ad9_to_9969,0x9938,Elevator To Green Brinstar,Crateria,traverse_to_exit,1,1,unresolved,,0,0,unstarted,0,0,0x9AD9,0x9969,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9938_from_9ad9.state,policies/room_clears/room_9938_from_9ad9_to_9969.json
134,32637,3,tough,room_af3f_from_b236_to_af14,0xAF3F,Lower Norfair Elevator,Norfair,traverse_to_exit,1,1,unresolved,,0,0,unstarted,0,0,0xB236,0xAF14,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_af3f_from_b236.state,policies/room_clears/room_af3f_from_b236_to_af14.json
135,32650,3,tough,room_d48e_from_d408_to_d4c2,0xD48E,Oasis,Maridia,traverse_to_exit,2,0,unresolved,,0,0,unstarted,0,0,0xD408,0xD4C2,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d48e_from_d408.state,policies/room_clears/room_d48e_from_d408_to_d4c2.json
136,32661,3,tough,room_d5ec_from_d9fe_to_d340,0xD5EC,Butterfly Room,Maridia,traverse_to_exit,1,3,unresolved,,0,0,unstarted,0,0,0xD9FE,0xD340,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d5ec_from_d9fe.state,policies/room_clears/room_d5ec_from_d9fe_to_d340.json
137,32661,3,tough,room_d86e_from_d433_to_d5ec,0xD86E,Plasma Beach Quicksand Room,Maridia,traverse_to_exit,1,3,unresolved,,0,0,unstarted,0,0,0xD433,0xD5EC,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d86e_from_d433.state,policies/room_clears/room_d86e_from_d433_to_d5ec.json
138,32675,3,tough,room_aedf_from_aeb4_to_acb3,0xAEDF,Purple Shaft,Norfair,traverse_to_exit,3,0,unresolved,,0,0,unstarted,0,0,0xAEB4,0xACB3,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_aedf_from_aeb4.state,policies/room_clears/room_aedf_from_aeb4_to_acb3.json
139,32687,3,tough,room_cefb_from_ced2_to_cfc9,0xCEFB,Glass Tunnel,Maridia,traverse_to_exit,3,1,unresolved,,1,1,unstarted,0,0,0xCED2,0xCFC9,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_cefb_from_ced2.state,policies/room_clears/room_cefb_from_ced2_to_cfc9.json
140,32717,3,tough,room_af14_from_ae74_to_af3f,0xAF14,Lava Dive Room,Norfair,traverse_to_exit,12,6,planned_static,95,0,0,unstarted,0,0,0xAE74,0xAF3F,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_af14_from_ae74.state,policies/room_clears/room_af14_from_ae74_to_af3f.json
141,32722,3,tough,room_9a44_from_92fd_to_9a90,0x9A44,Final Missile Bombway,Crateria,traverse_to_exit,2,6,unresolved,,0,0,unstarted,0,0,0x92FD,0x9A90,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9a44_from_92fd.state,policies/room_clears/room_9a44_from_92fd_to_9a90.json
142,32722,3,tough,room_d57a_from_d5a7_to_d51e,0xD57A,East Aqueduct Quicksand Room,Maridia,traverse_to_exit,2,6,unresolved,,0,0,unstarted,0,0,0xD5A7,0xD51E,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d57a_from_d5a7.state,policies/room_clears/room_d57a_from_d5a7_to_d51e.json
143,32724,3,tough,room_b457_from_b4ad_to_b3a5,0xB457,Pillar Room,Norfair,traverse_to_exit,4,2,unresolved,,0,0,unstarted,0,0,0xB4AD,0xB3A5,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b457_from_b4ad.state,policies/room_clears/room_b457_from_b4ad_to_b3a5.json
144,32734,3,tough,room_d54d_from_d5a7_to_d4ef,0xD54D,West Aqueduct Quicksand Room,Maridia,traverse_to_exit,2,7,unresolved,,0,0,unstarted,0,0,0xD5A7,0xD4EF,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d54d_from_d5a7.state,policies/room_clears/room_d54d_from_d5a7_to_d4ef.json
145,32735,3,tough,room_d055_from_d017_to_d017,0xD055,Mama Turtle Room,Maridia,collect_and_return,12,5,planned_static,75,0,0,unstarted,0,0,0xD017,0xD017,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_d055_from_d017.state,policies/room_clears/room_d055_from_d017_to_d017.json
146,32735,3,tough,room_d69a_from_d8c5_to_d646,0xD69A,East Pants Room,Maridia,traverse_to_exit,3,5,unresolved,,0,0,unstarted,0,0,0xD8C5,0xD646,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d69a_from_d8c5.state,policies/room_clears/room_d69a_from_d8c5_to_d646.json
147,32735,3,tough,room_b3a5_from_b40a_to_b2da,0xB3A5,Fast Pillars Setup Room,Norfair,traverse_to_exit,3,5,unresolved,,0,0,unstarted,0,0,0xB40A,0xB2DA,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b3a5_from_b40a.state,policies/room_clears/room_b3a5_from_b40a_to_b2da.json
148,32736,3,tough,room_a408_from_a447_to_a3dd,0xA408,Below Spazer,Brinstar,traverse_to_exit,4,3,unresolved,,1,1,unstarted,0,0,0xA447,0xA3DD,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a408_from_a447.state,policies/room_clears/room_a408_from_a447_to_a3dd.json
149,32736,3,tough,room_a471_from_a4da_to_a6a1,0xA471,Warehouse Zeela Room,Brinstar,traverse_to_exit,4,3,unresolved,,1,1,unstarted,0,0,0xA4DA,0xA6A1,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a471_from_a4da.state,policies/room_clears/room_a471_from_a4da_to_a6a1.json
150,32746,3,tough,room_b07a_from_acf0_to_acb3,0xB07A,Bat Cave,Norfair,traverse_to_exit,2,8,unresolved,,1,1,unstarted,0,0,0xACF0,0xACB3,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b07a_from_acf0.state,policies/room_clears/room_b07a_from_acf0_to_acb3.json
151,32750,3,tough,room_a37c_from_a322_to_a322,0xA37C,Beta Power Bomb Room,Brinstar,collect_and_return,4,5,unresolved,,0,0,unstarted,0,0,0xA322,0xA322,gated exit,custom_integrations/SuperMetroid-Snes/room_a37c_from_a322.state,policies/room_clears/room_a37c_from_a322_to_a322.json
152,32759,3,tough,room_ca52_from_caae_to_93fe,0xCA52,Attic,Wrecked Ship,traverse_to_exit,7,21,planned_static,112,0,0,unstarted,0,0,0xCAAE,0x93FE,gated exit;dense enemies,custom_integrations/SuperMetroid-Snes/room_ca52_from_caae.state,policies/room_clears/room_ca52_from_caae_to_93fe.json
153,32759,3,tough,room_cbd5_from_cc27_to_cb8b,0xCBD5,Electric Death Room,Wrecked Ship,traverse_to_exit,3,7,unresolved,,0,0,unstarted,0,0,0xCC27,0xCB8B,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_cbd5_from_cc27.state,policies/room_clears/room_cbd5_from_cc27_to_cb8b.json
154,32762,3,tough,room_a6a1_from_a471_to_a7de,0xA6A1,Warehouse Entrance,Brinstar,traverse_to_exit,6,1,unresolved,,1,1,unstarted,0,0,0xA471,0xA7DE,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a6a1_from_a471.state,policies/room_clears/room_a6a1_from_a471_to_a7de.json
155,32772,3,tough,room_d6fd_from_d898_to_d5a7,0xD6FD,Below Botwoon Energy Tank,Maridia,traverse_to_exit,4,6,unresolved,,0,0,unstarted,0,0,0xD898,0xD5A7,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d6fd_from_d898.state,policies/room_clears/room_d6fd_from_d898_to_d5a7.json
156,32772,3,tough,room_af72_from_acb3_to_b139,0xAF72,Upper Norfair Farming Room,Norfair,traverse_to_exit,4,6,unresolved,,1,1,unstarted,0,0,0xACB3,0xB139,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_af72_from_acb3.state,policies/room_clears/room_af72_from_acb3_to_b139.json
157,32775,3,tough,room_b6c1_from_b2da_to_b283,0xB6C1,Screw Attack Room,Norfair,collect_items_and_exit,3,0,unresolved,,0,0,unstarted,0,0,0xB2DA,0xB283,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b6c1_from_b2da.state,policies/room_clears/room_b6c1_from_b2da_to_b283.json
158,32783,3,tough,room_d4c2_from_d646_to_d48e,0xD4C2,East Sand Hall,Maridia,traverse_to_exit,3,9,unresolved,,0,0,unstarted,0,0,0xD646,0xD48E,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d4c2_from_d646.state,policies/room_clears/room_d4c2_from_d646_to_d48e.json
159,32783,3,tough,room_d913_from_d72a_to_d845,0xD913,Halfie Climb Room,Maridia,traverse_to_exit,15,6,planned_static,86,1,0,unstarted,0,0,0xD72A,0xD845,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_d913_from_d72a.state,policies/room_clears/room_d913_from_d72a_to_d845.json
160,32784,3,tough,room_d617_from_d95e_to_d5a7,0xD617,Botwoon Hallway,Maridia,traverse_to_exit,4,7,unresolved,,1,0,unstarted,0,0,0xD95E,0xD5A7,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d617_from_d95e.state,policies/room_clears/room_d617_from_d95e_to_d5a7.json
161,32784,3,tough,room_aa82_from_a98d_to_ab07,0xAA82,Post Crocomire Farming Room,Norfair,traverse_to_exit,4,7,unresolved,,0,0,unstarted,0,0,0xA98D,0xAB07,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_aa82_from_a98d.state,policies/room_clears/room_aa82_from_a98d_to_ab07.json
162,32797,3,tough,room_cc6f_from_cd13_to_cccb,0xCC6F,Wrecked Ship Basement,Wrecked Ship,traverse_to_exit,5,6,unresolved,,1,1,unstarted,0,0,0xCD13,0xCCCB,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_cc6f_from_cd13.state,policies/room_clears/room_cc6f_from_cd13_to_cccb.json
163,32798,3,tough,room_d104_from_d0b9_to_a322,0xD104,Red Fish Room,Maridia,traverse_to_exit,6,4,unresolved,,1,0,unstarted,0,0,0xD0B9,0xA322,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d104_from_d0b9.state,policies/room_clears/room_d104_from_d0b9_to_a322.json
164,32798,3,tough,room_ac83_from_acb3_to_ac5a,0xAC83,Green Bubbles Missile Room,Norfair,collect_items_and_exit,2,4,unresolved,,0,0,unstarted,0,0,0xACB3,0xAC5A,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_ac83_from_acb3.state,policies/room_clears/room_ac83_from_acb3_to_ac5a.json
165,32808,3,tough,room_d461_from_d48e_to_d252,0xD461,West Sand Hall,Maridia,traverse_to_exit,4,9,unresolved,,0,0,unstarted,0,0,0xD48E,0xD252,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d461_from_d48e.state,policies/room_clears/room_d461_from_d48e_to_d252.json
166,32809,3,tough,room_92b3_from_91f8_to_965b,0x92B3,Gauntlet Entrance,Crateria,traverse_to_exit,5,7,unresolved,,0,0,unstarted,0,0,0x91F8,0x965B,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_92b3_from_91f8.state,policies/room_clears/room_92b3_from_91f8_to_965b.json
167,32812,3,tough,room_9d9c_from_9dc7_to_9d19,0x9D9C,Spore Spawn Keyhunter Room,Brinstar,traverse_to_exit,4,6,unresolved,,1,0,unstarted,0,0,0x9DC7,0x9D19,gated exit;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9d9c_from_9dc7.state,policies/room_clears/room_9d9c_from_9dc7_to_9d19.json
168,32812,3,tough,room_aa41_from_a7de_to_a9e5,0xAA41,Hi-Jump Shaft,Norfair,collect_items_and_exit,4,1,unresolved,,0,1,unstarted,0,0,0xA7DE,0xA9E5,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_aa41_from_a7de.state,policies/room_clears/room_aa41_from_a7de_to_a9e5.json
169,32820,3,tough,room_d72a_from_d78f_to_d913,0xD72A,Colosseum,Maridia,traverse_to_exit,14,8,planned_static,124,1,1,unstarted,0,0,0xD78F,0xD913,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_d72a_from_d78f.state,policies/room_clears/room_d72a_from_d78f_to_d913.json
